outcome,consec_coding,n_appearances,beta3,se,t,p_value
release_speed,consec_day,33252,-0.007103859015263147,0.028403199469138593,-0.25010770434442864,0.8026154747305179
pfx_x,consec_day,33252,-0.0038686071843058822,0.004516220206829415,-0.8566028685793012,0.3921094452235243
pfx_z,consec_day,33252,0.006160438731803788,0.0036516464858383007,1.687030427423631,0.09227397846608598
xBAA,consec_day,28767,0.0025116897531893222,0.004643500648168024,0.540904361492928,0.5888347640450062
